# 楽曲ソース (タブ区切り)。列: ブランドタグ / 曲名 / 歌唱 / 初出日 / 初出
# ここに一覧をそのまま貼り足して `node scripts/build-songs.mjs` を実行すると data/songs.csv が再生成される。
# ブランドタグ: GKM=学マス SYC=シャニ SdM=SideM MIL/MILR=ミリオン CIN=デレ 765 876 VLV 961 合同 ETC
[GKM]	Top Secret	(ソロ)有村麻央	2024/10/14	初恋公演 梅田昼
[GKM]	Kira Kira	(ソロ)紫雲清夏	2024/10/14	初恋公演 梅田夜
[GKM]	コンテンポラリのダンス	(ソロ)篠澤広	2024/10/19	初恋公演 広島昼
[GKM]	古今東西ちょちょいのちょい	(コラボ曲)初星学園	2024/10/30	アニメイトコラボCD
[GKM]	Choo Choo Choo	(ソロ)十王星南	2024/11/10	YouTubeでビデオ公開
[GKM]	Ride on Beat	(ソロ)紫雲清夏	2024/11/11	YouTubeでビデオ公開
[GKM]	小さな野望	(ソロ)十王星南	2024/11/15	YouTubeでMV公開
[GKM]	White Night! White Wish!	(シーズン曲)初星学園	2024/11/28	YouTubeでMV公開
[GKM]	Cosmetic	(ソロ)十王星南	2024/12/07	YouTubeでビデオ公開
[GKM]	メクルメ	(ソロ)篠澤広	2024/12/21	YouTubeでビデオ公開
[GKM]	Sweet Magic	(ソロ)有村麻央	2025/01/18	YouTubeでビデオ公開
[GKM]	ハッピーミルフィーユ	(シーズン曲)初星学園	2025/02/01	学園アイドルマスター実装
[GKM]	たいせつなもの	(ソロ)秦谷美鈴	2025/02/06	YouTubeでビデオ公開
[GKM]	ツキノカメ	(ソロ)秦谷美鈴	2025/02/06	YouTubeでMV公開
[GKM]	かちドキ	(ソロ)藤田ことね	2025/02/07	ゴルラ1巻特装版
[GKM]	ENDLESS DANCE	(初ツアー曲)初星学園	2025/02/08	配信
[GKM]	Our Chant	(ソロ)十王星南	2025/02/08	初陣公演 名古屋昼
[GKM]	ヨルニテ	(ソロ)秦谷美鈴	2025/02/11	初陣公演 梅田夜
[GKM]	雪解けに	(シーズン曲)初星学園	2025/02/28	学園アイドルマスター実装
[GKM]	marble heart	(ソロ)姫崎莉波	2025/03/05	YouTubeでビデオ公開
[GKM]	極光	(ソロ)葛城リーリヤ	2025/03/21	学園アイドルマスター実装
[GKM]	つよつよ最強エクササイズ	(ソロ)花海佑芽	2025/04/01	YouTubeでビデオ公開
[GKM]	桜フォトグラフ	(シーズン曲)初星学園	2025/04/01	学園アイドルマスター実装
[GKM]	Try it now	(ソロ)花海咲季	2025/04/02	YouTubeでビデオ公開
[GKM]	The Cute!!!	(ソロ)藤田ことね	2025/04/29	YouTubeでビデオ公開
[GKM]	雨上がりのアイリス	(UNIT)Re;IRIS	2025/05/01	学園アイドルマスター実装
[GKM]	Superlative	(ソロ)秦谷美鈴	2025/05/24	1stSS DAY1
[GKM]	Star-mine	(UNIT)Begrazia	2025/05/24	1stSS DAY1
[GKM]	グースーピー	(ソロ)花海佑芽	2025/05/25	1stSS DAY2
